search_id;user_id;search_query;search_date
407;1374;vpn;2025-01-08
408;186;music player;2025-03-13
409;1944;travel planner;2025-03-31
410;722;fitness tracker;2025-05-09
411;1600;puzzle games;2025-03-03
412;1035;travel planner;2025-01-18
413;203;travel planner;2025-01-04
414;1084;chat app;2025-02-19
415;1975;crypto tracker;2025-02-13
416;1847;grocery list;2025-01-02
417;1994;learn english;2025-02-24
418;1886;task manager;2025-05-02
419;751;travel planner;2025-02-17
420;901;learn english;2025-02-16
421;1710;vpn;2025-04-08
422;869;chat app;2025-05-12
423;467;video editor;2025-01-29
424;1560;recipe app;2025-02-01
425;955;learn english;2025-05-14
426;279;job search;2025-04-03
427;1444;crypto tracker;2025-05-23
428;1479;budget app;2025-01-22
429;672;job search;2025-01-30
430;789;crypto tracker;2025-04-27
431;1230;crypto tracker;2025-06-25
432;2000;meditation app;2025-02-27
433;1135;video editor;2025-03-16
434;1752;video editor;2025-02-18
435;1755;photo editor;2025-05-02
436;1924;vpn;2025-02-15
437;27;job search;2025-06-22
438;216;language learning;2025-04-23
439;1071;photo editor;2025-01-31
440;294;language learning;2025-04-13
441;1424;travel planner;2025-01-27
442;1519;fitness tracker;2025-01-17
443;745;chat app;2025-03-28
444;411;puzzle games;2025-04-14
445;252;weather app;2025-04-19
446;1486;job search;2025-03-13
447;1567;travel planner;2025-06-01
448;560;language learning;2025-04-02
449;975;puzzle games;2025-04-14
450;993;task manager;2025-03-13
451;302;meditation app;2025-01-28
452;251;note taking;2025-05-06
453;1019;weather app;2025-06-10
454;1931;music player;2025-01-08
455;204;budget app;2025-01-18
456;1021;free games;2025-02-15
457;784;puzzle games;2025-06-23
458;670;music player;2025-03-19
459;1274;puzzle games;2025-01-25
460;1557;photo editor;2025-06-19
461;1540;task manager;2025-05-07
462;1624;meditation app;2025-02-21
463;602;job search;2025-05-06
464;1034;note taking;2025-05-19
465;704;grocery list;2025-05-20
466;37;budget app;2025-04-21
467;1803;learn english;2025-04-09
468;922;recipe app;2025-04-07
469;907;meditation app;2025-01-10
470;68;fitness tracker;2025-05-23
471;1351;crypto tracker;2025-06-30
472;337;job search;2025-04-21
473;276;crypto tracker;2025-04-10
474;999;learn english;2025-05-26
475;1383;job search;2025-06-18
476;1135;grocery list;2025-05-27
477;963;job search;2025-05-24
478;1750;fitness tracker;2025-05-10
479;115;language learning;2025-03-09
480;1014;travel planner;2025-04-07
481;1264;vpn;2025-03-14
482;657;budget app;2025-01-08
483;1210;budget app;2025-02-02
484;1715;vpn;2025-03-31
485;1658;travel planner;2025-01-07
486;1568;recipe app;2025-04-08
487;200;video editor;2025-03-30
488;732;video editor;2025-03-31
489;116;weather app;2025-03-05
490;481;crypto tracker;2025-06-01
491;174;photo editor;2025-03-20
492;235;recipe app;2025-02-13
493;41;grocery list;2025-03-25
494;77;meditation app;2025-06-18
495;1769;video editor;2025-05-26
496;1055;video editor;2025-03-10
497;42;job search;2025-05-31
498;46;recipe app;2025-04-07
499;1169;language learning;2025-03-24
500;1173;learn english;2025-05-06
501;205;chat app;2025-03-28
502;1018;task manager;2025-06-20
503;696;fitness tracker;2025-06-07
504;614;vpn;2025-04-22
505;414;job search;2025-06-12
506;1736;photo editor;2025-05-18
507;439;crypto tracker;2025-03-09
508;98;crypto tracker;2025-05-27
509;824;weather app;2025-06-09
510;1522;photo editor;2025-05-29
511;195;travel planner;2025-03-28
512;560;photo editor;2025-05-26
513;1641;task manager;2025-05-02
514;875;chat app;2025-03-30
515;1630;photo editor;2025-06-16
516;1688;crypto tracker;2025-05-10
517;1647;crypto tracker;2025-04-21
518;1359;grocery list;2025-03-22
519;410;video editor;2025-04-13
520;515;puzzle games;2025-05-12
521;929;grocery list;2025-02-16
522;1805;free games;2025-06-10
523;1441;task manager;2025-02-17
524;1182;job search;2025-02-24
525;1354;meditation app;2025-03-10
526;1920;grocery list;2025-06-07
527;1747;video editor;2025-05-25
528;1489;budget app;2025-05-14
529;411;vpn;2025-04-29
530;303;weather app;2025-02-08
531;1529;crypto tracker;2025-04-22
532;841;recipe app;2025-01-17
533;1299;chat app;2025-04-16
534;547;crypto tracker;2025-06-15
535;329;note taking;2025-06-25
536;1232;weather app;2025-04-14
537;489;learn english;2025-02-08
538;394;free games;2025-03-04
539;1633;crypto tracker;2025-04-29
540;995;grocery list;2025-04-22
541;865;budget app;2025-02-21
542;327;note taking;2025-02-04
543;60;note taking;2025-03-13
544;1349;grocery list;2025-02-15
545;1320;budget app;2025-05-05
546;1603;free games;2025-01-15
547;1761;photo editor;2025-03-22
548;1233;crypto tracker;2025-01-17
549;1845;video editor;2025-04-04
550;1376;photo editor;2025-04-12
551;1932;music player;2025-03-02
552;230;travel planner;2025-05-09
553;1911;learn english;2025-05-14
554;1361;travel planner;2025-05-15
555;516;job search;2025-01-24
556;488;puzzle games;2025-02-01
557;1584;recipe app;2025-03-26
558;1705;travel planner;2025-04-10
559;1651;weather app;2025-04-19
560;447;music player;2025-01-28
561;359;chat app;2025-03-12
562;901;video editor;2025-03-07
563;1768;travel planner;2025-01-15
564;1005;grocery list;2025-04-06
565;1433;learn english;2025-03-23
566;1118;video editor;2025-05-02
567;1399;weather app;2025-03-13
568;1802;music player;2025-04-03
569;974;vpn;2025-03-20
570;44;puzzle games;2025-01-09
571;1724;budget app;2025-06-26
572;1879;weather app;2025-03-06
573;1132;language learning;2025-03-21
574;1309;vpn;2025-06-25
575;250;grocery list;2025-03-02
576;1757;meditation app;2025-04-10
577;17;language learning;2025-03-07
578;617;photo editor;2025-03-02
579;610;chat app;2025-02-11
580;1876;meditation app;2025-06-11
581;650;video editor;2025-01-09
582;562;photo editor;2025-05-06
583;965;video editor;2025-03-27
584;1470;video editor;2025-01-26
585;1689;fitness tracker;2025-06-28
586;535;task manager;2025-01-17
587;721;video editor;2025-06-04
588;1494;grocery list;2025-03-25
589;929;free games;2025-01-14
590;1314;fitness tracker;2025-06-11
591;909;music player;2025-01-01
592;821;chat app;2025-06-10
593;626;recipe app;2025-05-28
594;169;learn english;2025-02-10
595;512;task manager;2025-06-16
596;1563;music player;2025-06-02
597;1405;video editor;2025-03-23
598;925;job search;2025-02-04
599;534;fitness tracker;2025-06-25
600;1215;recipe app;2025-03-14
601;407;photo editor;2025-04-17
602;753;fitness tracker;2025-04-11
603;1795;language learning;2025-05-27
604;460;free games;2025-01-06
605;1891;grocery list;2025-06-15
606;1254;weather app;2025-01-23
607;1996;meditation app;2025-02-20
608;537;fitness tracker;2025-01-13
609;822;puzzle games;2025-04-20
610;1230;note taking;2025-02-08
611;183;vpn;2025-02-13
612;1940;travel planner;2025-01-31
613;29;task manager;2025-04-22
614;1584;meditation app;2025-06-22
615;1013;learn english;2025-02-27
616;1462;chat app;2025-02-18
617;1938;note taking;2025-03-15
618;1529;job search;2025-04-08
619;267;video editor;2025-02-22
620;1229;chat app;2025-03-14
621;1489;chat app;2025-04-18
622;370;video editor;2025-02-07
623;59;crypto tracker;2025-03-09
624;483;puzzle games;2025-04-26
625;1859;weather app;2025-04-05
626;1194;meditation app;2025-01-22
627;22;job search;2025-02-04
628;1785;recipe app;2025-06-27
629;815;chat app;2025-04-09
630;1451;video editor;2025-06-02
631;525;photo editor;2025-01-25
632;1141;budget app;2025-01-14
633;682;weather app;2025-05-01
634;1861;vpn;2025-06-05
635;1924;puzzle games;2025-01-12
636;11;note taking;2025-05-10
637;1270;language learning;2025-03-19
638;809;vpn;2025-02-03
639;1983;grocery list;2025-01-11
640;1189;fitness tracker;2025-03-08
641;348;task manager;2025-05-07
642;1906;recipe app;2025-04-30
643;271;photo editor;2025-03-23
644;1455;task manager;2025-04-21
645;291;note taking;2025-01-30
646;642;budget app;2025-02-02
647;1023;note taking;2025-04-03
648;1897;video editor;2025-03-14
649;1849;note taking;2025-06-06
650;1699;note taking;2025-05-13
651;642;video editor;2025-02-12
652;647;job search;2025-02-08
653;1139;meditation app;2025-01-14
654;387;music player;2025-01-14
655;471;fitness tracker;2025-01-10
656;964;note taking;2025-02-11
657;1446;meditation app;2025-04-22
658;238;job search;2025-01-11
659;905;vpn;2025-05-24
660;994;meditation app;2025-05-07
661;231;music player;2025-02-01
662;716;photo editor;2025-02-22
663;1779;crypto tracker;2025-02-16
664;1710;fitness tracker;2025-05-11
665;1685;note taking;2025-05-25
666;1825;travel planner;2025-02-24
667;1196;free games;2025-05-15
668;1571;travel planner;2025-02-16
669;853;photo editor;2025-03-05
670;1574;job search;2025-06-23
671;194;recipe app;2025-01-07
672;583;learn english;2025-04-11
673;766;travel planner;2025-01-28
674;1715;recipe app;2025-02-09
675;60;photo editor;2025-04-28
676;1702;job search;2025-04-27
677;1287;note taking;2025-06-02
678;1348;free games;2025-03-26
679;1987;budget app;2025-06-17
680;1275;meditation app;2025-03-25
681;1941;travel planner;2025-02-03
682;433;budget app;2025-06-14
683;580;recipe app;2025-01-15
684;1524;photo editor;2025-05-21
685;1950;puzzle games;2025-04-08
686;190;language learning;2025-03-07
687;365;weather app;2025-04-13
688;183;free games;2025-02-23
689;334;language learning;2025-04-14
690;584;music player;2025-01-31
691;612;job search;2025-04-21
692;1508;crypto tracker;2025-06-25
693;1236;music player;2025-04-02
694;1363;learn english;2025-04-05
695;1050;chat app;2025-05-06
696;913;language learning;2025-05-02
697;550;travel planner;2025-06-03
698;867;photo editor;2025-04-19
699;1661;vpn;2025-06-07
700;382;video editor;2025-06-11
701;873;photo editor;2025-01-11
702;1052;recipe app;2025-04-29
703;1386;weather app;2025-06-15
704;1406;music player;2025-05-07
705;1080;task manager;2025-01-22
706;596;meditation app;2025-04-22
707;163;job search;2025-03-18
708;305;music player;2025-06-25
709;1850;crypto tracker;2025-03-05
710;1072;video editor;2025-03-17
711;1165;budget app;2025-05-22
712;157;budget app;2025-05-12
713;221;task manager;2025-04-19
714;846;learn english;2025-04-29
715;1354;travel planner;2025-03-06
716;728;note taking;2025-05-30
717;168;task manager;2025-01-05
718;234;meditation app;2025-02-15
719;1611;fitness tracker;2025-04-11
720;93;photo editor;2025-04-17
721;1796;crypto tracker;2025-03-22
722;1203;meditation app;2025-06-21
723;922;puzzle games;2025-03-09
724;700;fitness tracker;2025-02-24
725;380;photo editor;2025-06-04
726;532;learn english;2025-04-22
727;1095;free games;2025-01-02
728;809;learn english;2025-01-04
729;352;job search;2025-04-28
730;1417;language learning;2025-06-18
731;1978;puzzle games;2025-05-05
732;621;puzzle games;2025-06-07
733;739;language learning;2025-03-19
734;180;music player;2025-02-04
735;29;chat app;2025-01-29
736;1672;free games;2025-06-28
737;1988;chat app;2025-01-07
738;429;job search;2025-06-16
739;298;weather app;2025-04-22
740;1725;grocery list;2025-02-18
741;177;crypto tracker;2025-04-29
742;304;job search;2025-04-19
743;45;learn english;2025-02-12
744;1849;music player;2025-06-29
745;912;job search;2025-05-01
746;41;meditation app;2025-05-30
747;497;chat app;2025-03-17
748;1167;language learning;2025-01-14
749;684;free games;2025-01-27
750;1292;video editor;2025-04-17
751;1738;job search;2025-05-29
752;1221;grocery list;2025-03-16
753;76;job search;2025-04-13
754;996;task manager;2025-06-01
755;1485;puzzle games;2025-06-23
756;1854;job search;2025-03-01
757;1463;budget app;2025-05-16
758;39;video editor;2025-05-28
759;647;grocery list;2025-01-17
760;549;video editor;2025-05-02
761;240;job search;2025-06-09
762;1923;vpn;2025-04-25
763;1429;video editor;2025-01-06
764;331;crypto tracker;2025-02-19
765;962;vpn;2025-04-23
766;476;task manager;2025-02-26
767;1204;recipe app;2025-06-04
768;1748;meditation app;2025-02-03
769;1809;crypto tracker;2025-04-10
770;1966;video editor;2025-06-22
771;1337;vpn;2025-05-01
772;1638;fitness tracker;2025-06-09
773;425;crypto tracker;2025-06-26
774;1535;photo editor;2025-06-20
775;989;music player;2025-02-14
776;409;fitness tracker;2025-06-05
777;1008;learn english;2025-04-17
778;1932;job search;2025-03-19
779;481;chat app;2025-05-23
780;97;free games;2025-04-02
781;1805;note taking;2025-04-02
782;1387;fitness tracker;2025-02-14
783;1696;task manager;2025-01-09
784;1653;photo editor;2025-03-28
785;882;learn english;2025-06-08
786;465;learn english;2025-05-24
787;459;job search;2025-03-08
788;697;vpn;2025-01-12
789;1578;grocery list;2025-03-10
790;1836;music player;2025-06-26
791;1790;task manager;2025-06-04
792;1372;learn english;2025-06-30
793;104;meditation app;2025-04-28
794;1972;learn english;2025-01-28
795;1601;puzzle games;2025-06-06
796;1602;learn english;2025-05-24
797;86;task manager;2025-01-27
798;343;learn english;2025-02-22
799;1866;vpn;2025-02-10
800;1492;crypto tracker;2025-04-24
801;1561;task manager;2025-05-08
802;1501;learn english;2025-02-09
803;1326;vpn;2025-03-27
804;1678;music player;2025-02-01
805;1738;chat app;2025-04-23
806;1986;video editor;2025-01-02
807;503;job search;2025-03-29
808;588;task manager;2025-02-13
809;175;note taking;2025-04-06
810;1465;video editor;2025-04-03
811;1290;weather app;2025-02-08
812;1543;task manager;2025-04-18
813;1613;weather app;2025-02-05
814;1643;video editor;2025-04-16
815;1881;video editor;2025-04-28
816;1950;task manager;2025-06-24
817;741;free games;2025-04-24
818;299;free games;2025-05-13
819;1933;photo editor;2025-01-22
820;693;recipe app;2025-04-13
821;1582;fitness tracker;2025-04-22
822;126;language learning;2025-01-10
823;1353;music player;2025-05-28
824;119;task manager;2025-03-17
825;859;language learning;2025-06-24
826;1436;grocery list;2025-03-19
827;1478;recipe app;2025-03-30
828;17;note taking;2025-05-16
829;1251;music player;2025-06-29
830;828;meditation app;2025-06-14
831;421;grocery list;2025-06-09
832;1615;puzzle games;2025-06-16
833;906;vpn;2025-06-16
834;829;chat app;2025-03-19
835;173;budget app;2025-05-18
836;686;language learning;2025-02-02
837;1066;grocery list;2025-03-14
838;438;photo editor;2025-05-11
839;1131;crypto tracker;2025-05-14
840;698;fitness tracker;2025-01-06
841;58;grocery list;2025-06-01
842;530;weather app;2025-03-19
843;1488;video editor;2025-05-10
844;227;budget app;2025-04-06
845;532;task manager;2025-04-01
846;254;budget app;2025-06-16
847;1928;learn english;2025-04-25
848;611;travel planner;2025-01-02
849;929;recipe app;2025-03-02
850;1650;travel planner;2025-05-25
851;1464;grocery list;2025-06-02
852;479;vpn;2025-03-18
853;583;travel planner;2025-06-22
854;287;language learning;2025-05-14
855;1511;weather app;2025-01-27
856;672;task manager;2025-05-30
857;395;vpn;2025-04-27
858;201;music player;2025-04-19
859;1697;video editor;2025-01-21
860;189;budget app;2025-04-19
861;1820;music player;2025-05-02
862;440;meditation app;2025-01-20
863;757;task manager;2025-04-14
864;1205;grocery list;2025-05-13
865;1596;language learning;2025-03-09
866;1197;job search;2025-06-12
867;868;meditation app;2025-06-26
868;1907;job search;2025-04-17
869;1688;fitness tracker;2025-02-06
870;1036;music player;2025-05-05
871;1457;meditation app;2025-02-03
872;1983;task manager;2025-05-16
873;242;chat app;2025-04-27
