click_id;search_id;user_id;app_id;click_date
91;184;1632;26;2025-06-26
92;188;1321;54;2025-03-15
93;190;685;55;2025-04-28
94;192;1895;75;2025-02-16
95;194;1055;64;2025-01-20
96;196;1214;72;2025-03-26
97;199;1596;60;2025-03-27
98;204;112;48;2025-02-09
99;206;365;18;2025-04-07
100;207;280;59;2025-02-19
101;208;1295;22;2025-03-12
102;209;415;79;2025-02-03
103;211;575;94;2025-01-31
104;212;1745;100;2025-04-29
105;214;451;1;2025-06-06
106;216;1184;65;2025-03-02
107;220;30;38;2025-03-05
108;221;508;98;2025-04-23
109;222;1187;81;2025-06-03
110;223;1938;82;2025-05-29
111;224;1840;43;2025-04-17
112;225;91;99;2025-05-01
113;227;872;87;2025-04-13
114;228;982;90;2025-04-27
115;231;1499;64;2025-02-26
116;232;272;93;2025-03-17
117;234;983;60;2025-02-12
118;236;1531;12;2025-01-08
119;238;1581;77;2025-07-01
120;239;831;97;2025-04-07
121;243;682;81;2025-01-09
122;244;608;85;2025-03-12
123;250;228;45;2025-04-04
124;255;284;18;2025-03-05
125;258;430;17;2025-03-24
126;260;1394;71;2025-03-12
127;261;112;39;2025-04-08
128;262;708;99;2025-05-05
129;263;1027;37;2025-02-03
130;264;963;27;2025-06-24
131;268;1827;7;2025-01-24
132;270;591;97;2025-01-29
133;272;1428;14;2025-05-10
134;276;971;91;2025-04-19
135;278;388;67;2025-01-06
136;279;1786;87;2025-05-15
137;280;1321;95;2025-04-17
138;281;1186;3;2025-06-19
139;282;1324;3;2025-05-07
140;284;912;12;2025-03-21
141;285;1162;81;2025-03-21
142;286;352;73;2025-02-28
143;289;724;43;2025-04-27
144;291;1893;43;2025-05-18
145;294;488;58;2025-01-12
146;300;764;4;2025-05-21
147;301;1998;86;2025-05-18
148;303;829;98;2025-02-08
149;305;320;70;2025-05-21
150;308;1835;77;2025-05-28
151;312;1844;21;2025-02-06
152;313;1389;8;2025-02-01
153;314;631;80;2025-04-13
154;316;732;85;2025-03-25
155;318;400;87;2025-05-17
156;321;1740;3;2025-06-25
157;323;808;16;2025-05-06
158;324;651;92;2025-06-04
159;325;1048;10;2025-06-22
160;326;740;80;2025-02-08
161;327;1467;76;2025-04-07
162;330;631;100;2025-05-25
163;331;180;34;2025-04-26
164;332;1519;25;2025-04-26
165;333;592;82;2025-04-21
166;334;1493;27;2025-02-06
167;335;1712;66;2025-06-05
168;338;687;94;2025-06-03
169;343;1455;67;2025-02-05
170;348;1516;30;2025-02-27
171;353;368;13;2025-06-27
172;354;1321;36;2025-01-08
173;356;1988;86;2025-06-04
174;359;1779;65;2025-06-11
175;361;1676;32;2025-04-08
176;365;655;66;2025-06-29
177;366;278;87;2025-02-11
178;367;109;7;2025-04-05
179;369;594;7;2025-05-17
180;370;1309;38;2025-05-14
181;372;1227;41;2025-05-20
182;377;1687;33;2025-01-06
183;378;281;15;2025-03-14
184;382;453;80;2025-05-26
185;383;1257;91;2025-05-19
186;384;1460;38;2025-06-29
187;385;1549;98;2025-04-17
188;386;944;91;2025-01-30
189;393;1525;64;2025-02-28
190;394;264;33;2025-06-26
191;395;465;8;2025-02-03
192;397;871;22;2025-01-21
193;400;68;29;2025-06-01
194;403;136;65;2025-06-20
195;405;1885;81;2025-02-23
196;409;1944;54;2025-04-02
197;410;722;37;2025-05-10
198;411;1600;12;2025-03-04
199;413;203;7;2025-01-05
200;414;1084;66;2025-02-19
201;417;1994;59;2025-02-26
202;418;1886;37;2025-05-04
203;420;901;28;2025-02-17
204;421;1710;74;2025-04-08
205;422;869;90;2025-05-12
206;424;1560;82;2025-02-01
207;425;955;35;2025-05-15
208;427;1444;89;2025-05-25
209;428;1479;76;2025-01-22
210;430;789;68;2025-04-28
211;434;1752;86;2025-02-20
212;437;27;46;2025-06-23
213;438;216;19;2025-04-25
214;440;294;63;2025-04-14
215;442;1519;17;2025-01-19
216;443;745;47;2025-03-29
217;444;411;33;2025-04-16
218;445;252;34;2025-04-20
219;446;1486;37;2025-03-14
220;447;1567;54;2025-06-03
221;449;975;67;2025-04-14
222;452;251;18;2025-05-08
223;457;784;41;2025-06-23
224;461;1540;11;2025-05-08
225;463;602;10;2025-05-06
226;465;704;100;2025-05-21
227;468;922;34;2025-04-09
228;469;907;28;2025-01-11
229;470;68;17;2025-05-25
230;472;337;16;2025-04-22
231;473;276;20;2025-04-10
232;474;999;22;2025-05-27
233;477;963;27;2025-05-26
234;479;115;13;2025-03-09
235;480;1014;18;2025-04-07
236;481;1264;59;2025-03-14
237;482;657;39;2025-01-08
238;484;1715;62;2025-03-31
239;486;1568;55;2025-04-08
240;487;200;77;2025-04-01
241;492;235;48;2025-02-13
242;493;41;1;2025-03-27
243;494;77;68;2025-06-18
244;496;1055;46;2025-03-12
245;502;1018;12;2025-06-22
246;506;1736;13;2025-05-20
247;507;439;67;2025-03-10
248;513;1641;16;2025-05-02
249;516;1688;72;2025-05-10
250;517;1647;91;2025-04-23
251;518;1359;18;2025-03-24
252;519;410;33;2025-04-13
253;520;515;76;2025-05-14
254;523;1441;40;2025-02-17
255;524;1182;73;2025-02-26
256;525;1354;13;2025-03-12
257;526;1920;81;2025-06-07
258;527;1747;73;2025-05-27
259;529;411;19;2025-04-30
260;534;547;4;2025-06-17
261;538;394;15;2025-03-05
262;539;1633;18;2025-04-30
263;541;865;67;2025-02-23
264;543;60;22;2025-03-14
265;544;1349;65;2025-02-15
266;548;1233;18;2025-01-17
267;550;1376;64;2025-04-14
268;553;1911;77;2025-05-14
269;554;1361;39;2025-05-15
270;558;1705;98;2025-04-10
271;560;447;80;2025-01-29
272;561;359;5;2025-03-13
273;562;901;75;2025-03-09
274;564;1005;70;2025-04-06
275;565;1433;100;2025-03-25
276;566;1118;65;2025-05-04
277;567;1399;55;2025-03-14
278;568;1802;8;2025-04-03
279;570;44;48;2025-01-10
280;571;1724;3;2025-06-26
281;572;1879;50;2025-03-06
282;573;1132;17;2025-03-21
283;574;1309;18;2025-06-26
284;576;1757;4;2025-04-10
285;577;17;50;2025-03-08
286;579;610;40;2025-02-11
287;582;562;83;2025-05-06
288;585;1689;82;2025-06-28
289;589;929;10;2025-01-15
290;590;1314;7;2025-06-11
291;591;909;76;2025-01-01
292;593;626;25;2025-05-29
293;595;512;15;2025-06-16
294;596;1563;85;2025-06-04
295;599;534;97;2025-06-27
296;600;1215;20;2025-03-15
297;601;407;57;2025-04-17
298;602;753;50;2025-04-12
299;607;1996;20;2025-02-22
300;608;537;37;2025-01-14
301;609;822;97;2025-04-22
302;611;183;29;2025-02-13
303;612;1940;12;2025-02-01
304;613;29;77;2025-04-22
305;614;1584;44;2025-06-22
306;615;1013;96;2025-02-28
307;616;1462;27;2025-02-19
308;617;1938;33;2025-03-16
309;618;1529;50;2025-04-10
310;620;1229;90;2025-03-15
311;621;1489;64;2025-04-19
312;624;483;46;2025-04-27
313;627;22;97;2025-02-04
314;629;815;55;2025-04-10
315;631;525;37;2025-01-27
316;632;1141;7;2025-01-15
317;633;682;62;2025-05-01
318;637;1270;89;2025-03-21
319;638;809;97;2025-02-05
320;641;348;14;2025-05-08
321;642;1906;45;2025-05-01
322;644;1455;73;2025-04-23
323;645;291;12;2025-01-30
324;649;1849;24;2025-06-07
325;650;1699;45;2025-05-13
326;652;647;82;2025-02-09
327;656;964;71;2025-02-11
328;659;905;92;2025-05-26
329;660;994;46;2025-05-09
330;663;1779;42;2025-02-17
331;665;1685;98;2025-05-27
332;666;1825;73;2025-02-26
333;667;1196;18;2025-05-16
334;672;583;99;2025-04-12
335;673;766;68;2025-01-28
336;675;60;66;2025-04-29
337;677;1287;87;2025-06-04
338;678;1348;89;2025-03-27
339;681;1941;62;2025-02-03
340;683;580;98;2025-01-17
341;684;1524;68;2025-05-21
342;686;190;57;2025-03-09
343;690;584;14;2025-02-02
344;695;1050;10;2025-05-08
345;699;1661;22;2025-06-07
346;700;382;14;2025-06-11
347;708;305;10;2025-06-27
348;710;1072;8;2025-03-18
349;711;1165;24;2025-05-22
350;713;221;10;2025-04-19
351;715;1354;37;2025-03-07
352;717;168;14;2025-01-07
353;719;1611;73;2025-04-13
354;720;93;85;2025-04-17
355;721;1796;64;2025-03-23
356;723;922;73;2025-03-11
357;724;700;91;2025-02-26
358;728;809;10;2025-01-04
359;729;352;25;2025-04-28
360;732;621;80;2025-06-08
361;733;739;34;2025-03-20
362;737;1988;90;2025-01-07
363;738;429;82;2025-06-16
364;742;304;79;2025-04-19
365;743;45;53;2025-02-12
366;744;1849;3;2025-06-30
367;748;1167;7;2025-01-14
368;750;1292;9;2025-04-19
369;751;1738;48;2025-05-31
370;754;996;10;2025-06-03
371;755;1485;13;2025-06-23
372;757;1463;32;2025-05-17
373;758;39;64;2025-05-28
374;760;549;20;2025-05-02
375;761;240;15;2025-06-09
376;764;331;79;2025-02-19
377;765;962;96;2025-04-23
378;766;476;10;2025-02-28
379;772;1638;49;2025-06-10
380;773;425;67;2025-06-27
381;775;989;15;2025-02-15
382;777;1008;100;2025-04-18
383;778;1932;23;2025-03-21
384;779;481;20;2025-05-24
385;780;97;49;2025-04-03
386;786;465;56;2025-05-25
387;787;459;9;2025-03-09
388;788;697;20;2025-01-13
389;789;1578;39;2025-03-12
390;790;1836;42;2025-06-26
391;794;1972;92;2025-01-28
392;800;1492;68;2025-04-24
393;801;1561;60;2025-05-09
394;804;1678;22;2025-02-02
395;805;1738;33;2025-04-25
396;807;503;32;2025-03-30
397;808;588;15;2025-02-15
398;809;175;42;2025-04-07
399;811;1290;16;2025-02-10
400;813;1613;20;2025-02-05
401;814;1643;89;2025-04-16
402;817;741;14;2025-04-26
403;818;299;55;2025-05-15
404;820;693;40;2025-04-15
405;822;126;96;2025-01-11
406;824;119;25;2025-03-19
407;825;859;39;2025-06-26
408;826;1436;5;2025-03-21
409;828;17;51;2025-05-17
410;830;828;73;2025-06-15
411;831;421;21;2025-06-11
412;833;906;84;2025-06-17
413;838;438;92;2025-05-12
414;839;1131;54;2025-05-15
415;849;929;60;2025-03-04
416;851;1464;82;2025-06-03
417;852;479;26;2025-03-19
418;853;583;65;2025-06-24
419;856;672;60;2025-05-30
420;857;395;100;2025-04-27
421;860;189;42;2025-04-20
422;863;757;64;2025-04-15
423;866;1197;55;2025-06-14
424;867;868;81;2025-06-27
425;869;1688;94;2025-02-06
426;871;1457;13;2025-02-04
427;872;1983;54;2025-05-17
428;876;1888;26;2025-06-06
429;878;248;28;2025-05-27
430;880;314;43;2025-04-08
431;881;625;45;2025-03-20
432;882;603;21;2025-01-08
433;890;635;82;2025-04-26
434;896;1775;26;2025-01-23
435;898;1278;51;2025-04-10
436;900;1108;47;2025-06-23
437;901;1823;2;2025-03-13
438;904;1291;11;2025-05-25
439;909;1069;46;2025-05-02
440;911;1349;10;2025-02-16
441;912;1971;60;2025-03-14
442;914;1700;74;2025-04-24
443;915;174;77;2025-06-06
444;917;93;48;2025-01-07
445;921;187;48;2025-01-26
446;922;1110;78;2025-03-17
447;924;1574;83;2025-02-11
448;926;347;2;2025-06-07
449;927;1969;63;2025-02-16
450;928;56;2;2025-03-20
451;929;799;51;2025-03-25
452;930;292;58;2025-03-26
453;931;529;25;2025-02-02
454;932;107;82;2025-03-05
455;933;1541;26;2025-05-31
456;936;1945;29;2025-03-12
457;938;1133;32;2025-01-17
458;940;1298;30;2025-01-07
459;945;1164;35;2025-04-25
460;946;172;38;2025-02-22
461;948;1107;49;2025-03-06
462;950;926;49;2025-01-01
463;951;1665;26;2025-06-10
464;956;436;64;2025-05-12
465;958;1514;70;2025-05-27
466;960;810;40;2025-02-05
467;961;1485;37;2025-03-15
468;962;1799;32;2025-02-25
469;964;1811;44;2025-06-12
470;967;432;21;2025-06-05
471;968;673;78;2025-06-28
472;972;1139;37;2025-04-12
473;973;1103;38;2025-06-16
474;976;253;3;2025-04-07
475;977;1695;82;2025-04-04
476;979;18;98;2025-04-30
477;980;759;42;2025-04-25
478;981;20;73;2025-01-08
479;983;1888;45;2025-02-20
480;986;1012;17;2025-01-12
481;987;575;23;2025-06-30
482;988;1448;44;2025-02-23
483;991;1166;96;2025-05-09
484;993;1352;45;2025-06-24
485;994;1398;26;2025-05-27
486;995;360;85;2025-05-31
487;997;532;89;2025-02-28
488;998;1805;63;2025-03-14
489;1000;1389;46;2025-06-07
490;1001;518;68;2025-04-29
491;1004;886;13;2025-03-14
492;1006;1015;45;2025-05-13
493;1007;1555;86;2025-02-27
494;1008;97;26;2025-04-19
495;1009;1091;38;2025-03-24
496;1011;686;12;2025-05-28
497;1012;1655;40;2025-02-28
498;1013;1413;64;2025-01-22
499;1014;1879;59;2025-02-20
500;1015;337;88;2025-03-23
501;1016;129;90;2025-01-10
502;1022;1627;99;2025-01-19
503;1023;1589;21;2025-06-10
504;1025;915;55;2025-02-02
505;1026;176;100;2025-01-09
506;1028;134;99;2025-01-16
507;1029;1883;77;2025-01-17
508;1030;618;71;2025-06-11
509;1035;1541;89;2025-03-02
510;1036;1771;14;2025-06-19
511;1037;1278;85;2025-04-28
512;1039;1803;76;2025-06-09
513;1042;1060;50;2025-06-01
514;1044;26;83;2025-01-18
515;1051;262;11;2025-05-31
516;1052;893;74;2025-06-16
517;1053;1545;99;2025-03-21
518;1054;1196;49;2025-02-09
519;1056;1236;4;2025-03-16
520;1057;756;17;2025-05-13
521;1059;487;89;2025-05-26
522;1063;700;22;2025-06-20
523;1068;333;85;2025-04-27
524;1069;1795;46;2025-05-08
525;1070;450;89;2025-06-13
526;1073;985;80;2025-04-09
527;1075;1692;86;2025-04-04
528;1079;399;26;2025-04-03
529;1080;90;83;2025-02-21
530;1086;43;38;2025-04-08
531;1088;1918;54;2025-03-22
532;1090;1658;13;2025-06-21
533;1091;351;52;2025-06-09
534;1092;1806;23;2025-01-18
535;1093;243;32;2025-02-05
536;1094;1628;6;2025-02-20
537;1095;1091;46;2025-06-28
538;1098;1563;8;2025-06-01
539;1100;1618;44;2025-03-25
540;1101;507;49;2025-06-12
541;1102;1630;50;2025-02-04
542;1104;1815;66;2025-02-24
543;1106;1620;7;2025-01-18
544;1108;1539;45;2025-04-08
545;1109;1022;50;2025-04-30
546;1110;367;14;2025-04-08
547;1112;971;87;2025-05-30
548;1113;822;97;2025-06-17
549;1114;75;56;2025-02-28
550;1115;1833;27;2025-04-27
551;1118;1821;1;2025-05-27
552;1121;1540;66;2025-03-18
553;1122;911;81;2025-04-01
554;1129;368;73;2025-03-01
555;1132;1726;14;2025-05-14
556;1135;243;53;2025-04-04
557;1136;79;68;2025-02-21
558;1137;684;47;2025-06-23
559;1138;675;2;2025-03-19
560;1141;1752;57;2025-03-10
561;1144;1938;17;2025-05-30
562;1146;1340;17;2025-02-10
563;1148;465;66;2025-05-02
564;1151;1480;56;2025-03-30
565;1153;1733;63;2025-04-20
566;1154;1578;11;2025-02-25
567;1156;62;38;2025-02-07
568;1157;1183;31;2025-03-21
569;1158;1932;96;2025-05-09
570;1160;462;24;2025-04-20
571;1161;1405;32;2025-06-27
572;1162;1102;48;2025-03-25
573;1163;1203;67;2025-05-26
574;1164;1609;97;2025-02-06
575;1166;1290;50;2025-06-05
576;1168;419;61;2025-01-17
577;1170;973;89;2025-03-26
578;1171;1167;69;2025-06-13
579;1174;1133;16;2025-01-09
580;1176;55;26;2025-02-21
581;1177;143;92;2025-03-15
582;1178;422;76;2025-03-17
583;1181;1062;58;2025-02-14
584;1183;322;90;2025-02-04
585;1184;1099;33;2025-05-05
586;1185;1522;66;2025-04-11
587;1186;1957;72;2025-02-05
588;1187;1783;98;2025-03-21
589;1193;913;6;2025-04-14
590;1194;1239;99;2025-05-15
591;1195;674;27;2025-05-07
592;1197;81;7;2025-03-17
593;1199;1435;89;2025-04-12
594;1203;788;63;2025-06-29
595;1204;1165;63;2025-04-11
596;1205;1431;12;2025-03-03
597;1206;1814;31;2025-03-14
598;1211;756;12;2025-01-27
599;1212;1034;100;2025-04-16
600;1214;425;94;2025-01-14
601;1217;704;49;2025-02-20
602;1218;813;21;2025-01-05
603;1225;1718;49;2025-06-06
604;1227;255;33;2025-04-12
605;1229;1564;95;2025-06-25
606;1231;734;61;2025-02-25
607;1236;1357;2;2025-04-10
608;1239;100;95;2025-02-21
609;1240;1903;97;2025-04-08
610;1241;1862;95;2025-02-23
611;1242;188;63;2025-04-18
612;1247;344;86;2025-01-12
613;1248;852;51;2025-01-29
614;1251;425;65;2025-04-13
615;1252;1923;66;2025-02-01
616;1255;31;71;2025-06-19
617;1257;436;65;2025-02-28
618;1259;1278;94;2025-01-13
619;1260;138;75;2025-04-17
620;1261;618;38;2025-05-10
621;1262;209;78;2025-05-27
622;1263;352;83;2025-01-27
623;1264;1229;49;2025-06-13
624;1270;920;3;2025-05-13
625;1275;1551;18;2025-06-09
626;1278;414;55;2025-04-09
627;1282;570;3;2025-06-14
628;1283;1612;50;2025-05-15
629;1284;1622;30;2025-06-15
630;1287;497;13;2025-05-20
631;1289;1426;57;2025-06-06
632;1290;1788;13;2025-05-14
633;1291;659;23;2025-04-26
634;1292;1290;48;2025-01-18
635;1293;1782;32;2025-01-20
636;1296;258;89;2025-02-14
637;1302;510;92;2025-03-17
638;1303;1181;39;2025-06-13
639;1304;413;55;2025-05-06
640;1305;164;9;2025-04-12
641;1308;1249;49;2025-02-09
642;1309;1679;82;2025-01-06
643;1310;1561;81;2025-04-21
644;1311;1750;9;2025-03-19
645;1314;780;95;2025-03-20
646;1319;317;83;2025-01-04
647;1322;1926;9;2025-04-06
648;1325;838;99;2025-02-02
649;1327;398;7;2025-03-07
650;1329;1453;87;2025-06-13
651;1330;1411;52;2025-06-30
652;1331;119;32;2025-04-20
653;1333;979;27;2025-04-04
654;1335;1364;9;2025-03-09
655;1337;302;66;2025-03-07
656;1340;240;10;2025-06-15
657;1342;1447;85;2025-01-23
658;1344;340;19;2025-03-08
659;1346;1982;14;2025-06-19
660;1347;1816;35;2025-06-02
661;1349;224;44;2025-03-30
662;1354;199;73;2025-06-29
663;1355;856;29;2025-04-17
664;1356;1341;8;2025-04-23
665;1362;412;83;2025-02-18
666;1363;1658;79;2025-03-09
667;1364;1848;62;2025-04-23
668;1365;1284;62;2025-01-28
669;1367;601;89;2025-04-09
670;1369;701;65;2025-05-31
671;1370;481;99;2025-05-05
672;1371;1378;48;2025-01-05
673;1373;1363;87;2025-01-12
674;1374;199;9;2025-05-16
675;1380;1397;49;2025-03-24
676;1382;1363;97;2025-04-08
677;1384;1789;22;2025-01-28
678;1385;7;55;2025-06-28
679;1387;1233;24;2025-05-17
680;1391;847;2;2025-01-01
681;1393;1298;82;2025-01-12
682;1394;1986;37;2025-06-24
683;1396;993;73;2025-06-07
684;1398;877;98;2025-06-20
685;1399;1756;83;2025-04-11
686;1401;1459;84;2025-05-16
687;1402;1795;35;2025-05-12
688;1405;1705;93;2025-05-02
689;1406;345;49;2025-02-01
690;1408;499;61;2025-02-13
691;1410;891;47;2025-02-12
692;1413;1473;48;2025-06-21
693;1414;976;91;2025-06-22
694;1417;1630;75;2025-02-27
695;1418;1909;54;2025-06-04
696;1419;133;65;2025-04-07
697;1420;1865;20;2025-06-17
698;1421;1316;59;2025-04-23
699;1422;1656;10;2025-02-27
700;1423;531;51;2025-03-17
701;1426;1525;98;2025-05-27
702;1429;1510;95;2025-03-23
703;1431;389;37;2025-04-21
704;1432;655;55;2025-06-24
705;1433;1913;85;2025-05-15
706;1434;1360;55;2025-06-01
707;1435;455;72;2025-04-12
708;1438;1715;9;2025-05-08
709;1439;1393;33;2025-02-08
710;1444;1737;81;2025-05-04
711;1446;597;78;2025-01-17
712;1452;1123;79;2025-03-28
713;1453;866;26;2025-04-02
714;1454;1552;58;2025-04-12
715;1456;579;93;2025-06-30
716;1459;1541;66;2025-01-14
717;1461;1341;93;2025-05-29
718;1463;989;49;2025-02-08
719;1464;430;19;2025-02-20
720;1465;1506;63;2025-04-05
721;1469;1724;63;2025-01-15
722;1471;368;15;2025-02-02
723;1473;889;67;2025-06-11
724;1476;813;26;2025-03-19
725;1478;1337;100;2025-06-29
726;1480;1772;51;2025-03-13
727;1481;1296;93;2025-04-05
728;1482;24;81;2025-01-31
729;1483;170;12;2025-05-06
730;1484;1314;57;2025-02-28
731;1486;1173;100;2025-03-14
732;1490;1171;78;2025-01-27
733;1491;667;9;2025-05-20
734;1492;379;84;2025-07-01
735;1493;41;56;2025-05-25
736;1497;1462;47;2025-02-23
737;1499;1766;86;2025-06-28
738;1500;369;33;2025-05-23
739;1501;916;8;2025-02-03
740;1502;81;20;2025-05-29
741;1505;174;50;2025-05-11
742;1506;612;69;2025-05-21
743;1508;1;69;2025-03-19
744;1510;1350;19;2025-04-26
745;1511;287;52;2025-05-06
746;1514;1103;60;2025-02-24
747;1517;76;98;2025-02-06
748;1521;264;60;2025-04-19
749;1524;1851;30;2025-04-15
750;1529;1428;75;2025-04-08
751;1532;648;88;2025-04-10
752;1538;1863;3;2025-03-12
753;1539;300;35;2025-03-14
754;1540;21;65;2025-04-08
755;1542;1950;78;2025-02-02
756;1543;360;29;2025-03-21
757;1545;1084;49;2025-06-30
758;1547;556;92;2025-01-26
759;1548;1837;93;2025-02-15
760;1550;707;19;2025-05-22
761;1551;1218;90;2025-05-04
762;1552;1214;49;2025-03-10
763;1555;776;31;2025-03-10
764;1557;1389;64;2025-04-18
765;1558;1448;100;2025-02-17
766;1561;1951;54;2025-05-16
767;1562;1929;89;2025-03-21
768;1564;833;69;2025-01-26
769;1565;1300;41;2025-01-20
770;1566;1495;31;2025-01-26
771;1567;339;77;2025-01-17
772;1568;174;56;2025-05-24
773;1570;1971;98;2025-06-23
774;1571;1042;1;2025-05-03
775;1572;1020;79;2025-06-27
776;1575;1263;45;2025-01-04
777;1576;1463;75;2025-07-01
778;1577;1095;19;2025-03-05
779;1578;1514;46;2025-06-26
780;1579;1248;28;2025-06-05
781;1580;919;39;2025-06-24
782;1583;1720;99;2025-05-12
783;1584;724;100;2025-04-21
784;1588;1743;77;2025-03-16
785;1589;613;7;2025-03-17
786;1591;1512;75;2025-04-12
787;1593;1056;2;2025-04-30
788;1596;1261;48;2025-03-28
789;1597;612;56;2025-01-28
790;1598;11;15;2025-02-19
791;1602;1054;6;2025-04-18
792;1605;964;25;2025-04-06
793;1610;287;36;2025-04-23
794;1611;12;57;2025-02-22
795;1615;329;65;2025-05-05
796;1617;863;100;2025-05-23
797;1618;1015;37;2025-03-25
798;1619;1539;10;2025-05-11
799;1620;1487;42;2025-02-04
800;1623;1025;14;2025-06-27
801;1624;485;84;2025-06-24
802;1625;1700;90;2025-04-22
803;1629;1559;34;2025-03-07
804;1631;383;35;2025-03-14
805;1634;1681;55;2025-02-21
806;1636;1496;80;2025-06-06
807;1641;1903;66;2025-04-21
808;1642;37;61;2025-02-21
809;1643;187;49;2025-04-08
810;1644;835;94;2025-03-20
811;1646;689;1;2025-05-05
812;1648;1319;81;2025-03-20
813;1650;575;13;2025-04-18
814;1656;883;51;2025-03-08
815;1657;1943;49;2025-04-05
816;1661;739;45;2025-06-02
817;1662;1084;66;2025-04-07
818;1665;1817;63;2025-02-05
819;1667;85;61;2025-06-19
820;1669;1444;13;2025-01-28
821;1670;154;35;2025-06-08
822;1671;703;73;2025-05-04
823;1672;1559;25;2025-05-18
824;1674;262;99;2025-04-20
825;1678;139;16;2025-04-18
826;1679;1073;55;2025-01-07
827;1680;342;98;2025-03-13
828;1681;1427;87;2025-03-18
829;1682;94;11;2025-01-16
830;1683;1627;81;2025-04-14
831;1684;1014;56;2025-05-14
832;1685;1990;87;2025-02-12
833;1686;897;58;2025-04-09
834;1689;377;29;2025-02-10
835;1690;1172;69;2025-06-01
836;1691;1427;34;2025-05-13
837;1693;531;69;2025-02-26
838;1694;607;50;2025-05-22
839;1697;598;57;2025-06-14
840;1700;510;52;2025-05-19
841;1701;238;98;2025-06-18
842;1702;712;85;2025-04-06
843;1704;1811;7;2025-03-11
844;1705;1479;72;2025-04-17
845;1709;450;15;2025-02-16
846;1710;525;48;2025-05-18
847;1713;528;88;2025-05-24
848;1717;914;14;2025-04-24
849;1720;941;92;2025-02-16
850;1723;578;37;2025-03-23
851;1726;143;86;2025-01-21
852;1730;1489;53;2025-06-04
853;1733;1564;15;2025-02-04
854;1734;509;1;2025-03-11
855;1736;1623;19;2025-01-29
856;1737;1111;69;2025-01-24
857;1738;415;41;2025-05-05
858;1739;1556;100;2025-04-26
859;1741;680;64;2025-02-10
860;1742;500;78;2025-05-22
861;1745;1690;85;2025-01-27
862;1746;1116;100;2025-01-27
863;1747;1048;72;2025-02-06
864;1749;465;49;2025-04-10
865;1752;788;83;2025-05-06
866;1754;209;40;2025-04-03
867;1757;1835;28;2025-06-06
868;1758;310;8;2025-04-22
869;1759;1087;27;2025-06-03
870;1760;372;47;2025-02-08
871;1762;1675;26;2025-04-01
872;1763;1793;14;2025-03-12
873;1765;756;65;2025-01-21
874;1766;1616;39;2025-02-09
875;1767;1593;74;2025-03-23
